time,vel.prac,theta.prac,vel_sp,vel.sim,theta.sim
9.66,2.15617200914928,0.832344513277465,1.9906712,2.14530442206895,1.45791237058948
9.72,2.15171017280691,-0.0326612537578034,1.9906712,2.13866499782375,0.701906828834846
9.78,2.14458243156157,-0.865990197050392,1.9906712,2.12974169546163,-0.0620451365922719
9.84,2.13348841333046,-1.67143337835419,1.9906712,2.1187038508182,-0.818595626050987
9.9,2.11829988116829,-2.45286513496879,1.9906712,2.10576495791605,-1.55268624968785
9.96,2.1004325068821,-3.15708178312492,1.9906712,2.09118412981676,-2.24986265101832
10.02,2.08218671949024,-3.79332551019601,1.9906712,2.07524653192675,-2.89656584985353
10.08,2.06432428189426,-4.32678802820235,1.9906712,2.05826058183673,-3.48039123230227
10.14,2.04703936414365,-4.75662841123529,1.9906712,2.04056482760919,-3.99034205119476
10.2,2.03112113672129,-5.12650090714797,1.9906712,2.02249545555006,-4.41703475562902
10.26,2.01693817323476,-5.45510583261037,1.9906712,2.0043881581717,-4.75285517683953
10.32,2.00251844218361,-5.67937737683293,1.9906712,1.98658249034342,-4.99209738650283
10.38,1.98800765014864,-5.72983166689009,1.9906712,1.96939305900795,-5.13104007950801
10.44,1.97357930371013,-5.61330798911609,1.9906712,1.95312756805416,-5.16799495241392
10.5,1.95982330097649,-5.40043310250396,1.9906712,1.93807830374793,-5.10332630999178
10.56,1.94653164267491,-5.16672410219187,1.9906712,1.92450297414462,-4.93942192495838
10.62,1.93306224103719,-4.88494747585016,1.9906712,1.91263467341352,-4.68061528090345
10.68,1.92086273853795,-4.49740494358034,1.9906712,1.90267497734291,-4.33308701236775
10.74,1.91006996820206,-3.9395309693895,1.9906712,1.8947949688475,-3.90473729790401
10.8,1.90130705583587,-3.25038535995938,1.9906712,1.88912230243334,-3.40501544185942
10.86,1.89426252328509,-2.48216130731533,1.9906712,1.88573576138468,-2.84471683468773
10.92,1.89021344795282,-1.69497476480768,1.9906712,1.88467566200137,-2.23575309938702
10.98,1.8894056452903,-0.904974250391827,1.9906712,1.88594230266055,-1.59091990667538
11.04,1.89094019478458,-0.090556104575277,1.9906712,1.88947641824307,-0.923628238098817
11.1,1.89632811435166,0.732296173267103,1.9906712,1.8951739201957,-0.247615331197887
11.16,1.90494411648687,1.50319033675573,1.9906712,1.90288345557549,0.42334196129473
11.22,1.9146989505155,2.16889834607848,1.9906712,1.91242328278784,1.07569649970415
11.28,1.92482422556438,2.77707748416333,1.9906712,1.92356540344796,1.6964145106994
11.34,1.93750264719994,3.31553033932253,1.9906712,1.93604568340091,2.27324586089195
11.4,1.95227341934649,3.79035659553221,1.9906712,1.94957680488058,2.79497255410545
11.46,1.96904766182783,4.21020581997329,1.9906712,1.96386053991976,3.25162254624155
11.52,1.98678586627675,4.52973605883002,1.9906712,1.97860053166071,3.63463721505918
11.58,2.00237832665187,4.70984034113883,1.9906712,1.99349334263199,3.93702180679102
11.64,2.01484069334678,4.77758455609009,1.9906712,2.00823099299721,4.15347786804886
11.7,2.02468569168339,4.77197382832774,1.9906712,2.02251480386216,4.2804863395678
11.76,2.0339515702447,4.69886042644157,1.9906712,2.03606419026837,4.3163544942451
11.82,2.04305177974292,4.59199147545263,1.9906712,2.0486090832305,4.26122897852103
11.88,2.05161409335285,4.38623626590068,1.9906712,2.05990908965962,4.11707721179588
11.94,2.05922256460694,4.00024950576032,1.9906712,2.06976152936384,3.88760934610206
12,2.06500363567337,3.43534597944293,1.9906712,2.07797720806216,3.57819299569883
12.06,2.06881048153689,2.76283521256355,1.9906712,2.08440150099779,3.19575310587032
12.12,2.07195663016297,2.06988963068461,1.9906712,2.08891739634652,2.74861467792704
12.18,2.07541262227535,1.40779175752475,1.9906712,2.09144636967424,2.24632474963845
12.24,2.07839706953611,0.752274277728225,1.9906712,2.09195124465402,1.69945510790553
12.3,2.07935829040367,0.0622133364331783,1.9906712,2.09042509332799,1.11939190678864
12.36,2.0762486496972,-0.663740792104559,1.9906712,2.08691494194038,0.518100392238704
12.42,2.06888981244425,-1.38439077967157,1.9906712,2.081505706173,-0.0921313222545643
12.48,2.06070435248213,-2.03674267401332,1.9906712,2.07432421583842,-0.69894195649194
12.54,2.05272231129077,-2.65871842087373,1.9906712,2.06553459354282,-1.2901516727603
12.6,2.04572371969519,-3.28045149107541,1.9906712,2.05533714573956,-1.85401787641665
12.66,2.0398221674359,-3.82010502585015,1.9906712,2.0439620651587,-2.37947278700258
12.72,2.03381453060742,-4.22199008068389,1.9906712,2.03165160321672,-2.85634126239114
12.78,2.02793731810663,-4.51905258643354,1.9906712,2.01866047709433,-3.27552394950973
12.84,2.02142499019548,-4.73207633633857,1.9906712,2.00526492839215,-3.62917866912728
12.9,2.01326758837427,-4.9213796643469,1.9906712,1.99173548318929,-3.91086432838287
12.96,2.00267795923153,-5.12521057299964,1.9906712,1.97834988696995,-4.11565300828769
13.02,1.99228891367414,-5.28386854950477,1.9906712,1.9653731185722,-4.24021564120373
13.08,1.98364830695138,-5.31205884809091,1.9906712,1.95305279569274,-4.28285765246147
13.14,1.97676062080913,-5.17862187168178,1.9906712,1.94161990229289,-4.24353100150619
13.2,1.97124258282656,-4.90181286147776,1.9906712,1.93130001425423,-4.1238223874726
13.26,1.96611310111143,-4.51415880609638,1.9906712,1.92229528918754,-3.92692418118112
13.32,1.96123371995823,-4.03525540055589,1.9906712,1.9147695417403,-3.65754270770198
13.38,1.9563628657647,-3.49961272759471,1.9906712,1.9088613255494,-3.32178530362699
13.44,1.95356800315172,-2.95492595572577,1.9906712,1.90468313628539,-2.92703578419407
13.5,1.95183331425996,-2.39694674793239,1.9906712,1.90231974620688,-2.48180833144436
13.56,1.95058161370704,-1.78157822223346,1.9906712,1.90180418986002,-1.99556084782599
13.62,1.95282537681147,-1.1404592662341,1.9906712,1.90313020701781,-1.47848488674012
13.68,1.95955114435842,-0.461442695325937,1.9906712,1.90625356701345,-0.941290393137316
13.74,1.96823732152625,0.266336745327419,1.9906712,1.91110274305706,-0.394991847671539
13.8,1.97495092647701,0.985454640775216,1.9906712,1.9175642794333,0.149310900504157
13.86,1.97753417460434,1.64780194092529,1.9906712,1.92549145219659,0.680672076525252
13.92,1.97654285286912,2.19410581971612,1.9906712,1.93471243957954,1.1885155174103
13.98,1.97544609698783,2.57769898151235,1.9906712,1.94503156754547,1.66284436547727
14.04,1.97799898165524,2.82649346482403,1.9906712,1.95623239932601,2.09443400305993
14.1,1.98338494319361,3.06263393478454,1.9906712,1.96806933827253,2.47502735306185
14.16,1.99050671264749,3.33205404885561,1.9906712,1.9802976055179,2.79749490519487
14.22,1.9982529355813,3.65400149375556,1.9906712,1.99267606538058,3.05594494469123
14.28,2.00788542996699,3.95254808544584,1.9906712,2.00496357641177,3.24582357820872
14.34,2.01887787210662,4.10066700425521,1.9906712,2.01691488992164,3.3639986449424
14.4,2.02906499613983,4.09253086494476,1.9906712,2.02829635984132,3.4088125572508
14.46,2.03807541491296,3.96178533294946,1.9906712,2.03888969062917,3.38009483500731
14.52,2.04434112823997,3.70785436209514,1.9906712,2.04849442782356,3.27914932173376
14.58,2.04749333691072,3.3462679051392,1.9906712,2.05693688387965,3.10870930134211
14.64,2.04878269547142,2.93765128634199,1.9906712,2.06406498872014,2.87286484422165
14.7,2.050468408695,2.4879429633696,1.9906712,2.06974872247664,2.5769767185505
14.76,2.05185758000207,2.0085994568363,1.9906712,2.07389199238912,2.22756079830542
14.82,2.05241434868101,1.51518395758651,1.9906712,2.07642205120663,1.83214715399134
14.88,2.05054081756087,0.979723441288538,1.9906712,2.07730345940457,1.39912754575523
14.94,2.04466535492117,0.378760624501321,1.9906712,2.07653631218874,0.937573470182609
15,2.03868777663948,-0.240179957317801,1.9906712,2.07415176068509,0.457049185331865
15.06,2.03621860738229,-0.846394996117762,1.9906712,2.07021520373144,-0.0325852473385525
15.12,2.03564480975765,-1.4401622518366,1.9906712,2.06482436181187,-0.521378661837178
15.18,2.03439359591596,-1.97678213759525,1.9906712,2.05810692797158,-0.999490126902118
