time,vel.prac,vel_sp,vel.sim
7.26,2.03382236302482,1.9999208,2.05798674966968
7.32,2.03443581435014,1.9999208,2.0556361676924
7.38,2.03406429039775,1.9999208,2.05335284771266
7.44,2.03325021591847,1.9999208,2.05114477814346
7.5,2.03144768358727,1.9999208,2.04900159731
7.56,2.02903734910006,1.9999208,2.04692747139909
7.62,2.02741457068276,1.9999208,2.04492385440699
7.68,2.02596502102916,1.9999208,2.04298218430611
7.74,2.02418907632889,1.9999208,2.041109117167
7.8,2.02322911897973,1.9999208,2.03929606216622
7.86,2.02278806907444,1.9999208,2.03754171503173
7.92,2.02136615831624,1.9999208,2.03584889710706
7.98,2.01961733133413,1.9999208,2.03421043294919
8.04,2.01751580523414,1.99987850250696,2.03263287135389
8.1,2.01501809553976,1.99986718010313,2.03111339002575
8.16,2.01295232742875,1.99992055757675,2.02964798511732
8.22,2.01195846456017,1.9999208,2.02823811272294
8.28,2.01148906965268,1.9999208,2.02687853531747
8.34,2.01091653528557,1.9999208,2.02556979866111
8.4,2.01090452703692,1.9999208,2.02431134170135
8.46,2.010333718894,1.9999208,2.02309905026123
8.52,2.01000068049971,1.9999208,2.02193548956426
8.58,2.01009570864215,1.9999208,2.02081572768291
8.64,2.01138576282968,1.99991134233025,2.01973776935938
8.7,2.01366342422915,1.99988877453828,2.01870520401281
8.76,2.01575150157834,1.99985792402588,2.01771476025906
8.82,2.01716361250094,1.9998296,2.01676695575727
8.88,2.01725747502468,1.9998296,2.01585896895758
8.94,2.01687985438702,1.99982711842075,2.01498611037109
9,2.01690281917095,1.99980592343293,2.01415035162912
9.06,2.01779560548999,1.99989957414543,2.01335053488076
9.12,2.01926432949946,1.99983286022777,2.01258399311898
9.18,2.02081910876415,1.99981512403301,2.01185232518216
9.24,2.02170595497435,1.99985881866295,2.01115029198814
9.3,2.02231370405471,1.99983188133705,2.01047794779401
9.36,2.02392308493248,1.99969178020187,2.00983584867761
9.42,2.0255353032595,1.99973442857062,2.00922308328777
9.48,2.02691151908878,1.99984467433785,2.00864147987151
9.54,2.02856494469174,1.99991883957964,2.00808670415865
9.6,2.0292017408809,1.9999208,2.00755771885399
9.66,2.02886601458432,1.9999208,2.00705489018346
9.72,2.02852170505832,1.9999208,2.0065738290405
9.78,2.02849489736746,1.9999208,2.00611586889773
9.84,2.02799511340715,1.9999208,2.00567788393719
9.9,2.02741387954778,1.9999208,2.0052594630951
9.96,2.02763198060609,1.9999208,2.00486643113844
10.02,2.02745583229064,1.9999208,2.00449672844393
10.08,2.02649661743946,1.99987604540989,2.00414520089726
10.14,2.02623074839381,1.99979442175019,2.00381283166996
10.2,2.02584823127852,1.99975412059745,2.0034966568053
10.26,2.02518628047497,1.99977909924135,2.00319682300139
10.32,2.02469069602023,1.9998122,2.00291309671694
10.38,2.02364180932223,1.99966059357386,2.00264165023091
10.44,2.02199844360825,1.99960234719171,2.00238750188268
10.5,2.02024409332947,1.999578,2.00214951291847
10.56,2.01874081627959,1.99957381755769,2.00192420112657
10.62,2.01849154938835,1.99934054601743,2.00171065512063
10.68,2.01981845628887,1.99915090932681,2.00150556191607
10.74,2.02087647014882,1.99910426998844,2.00130994557141
10.8,2.02194811834922,1.99905510336771,2.00112881823159
10.86,2.02245165103841,1.99913705688022,2.00095868630358
10.92,2.02167749433784,1.99910427077836,2.00080367232811
10.98,2.02067086736074,1.9991210454142,2.00066247179815
11.04,2.01915283876874,1.99953581088648,2.00052884011785
11.1,2.01692921205387,1.99947270102983,2.00040093268833
11.16,2.01470282794473,1.9995961641192,2.00027668485316
11.22,2.01225276584488,1.99945667745906,2.00016135943474
11.28,2.01003877167335,1.99942881660895,2.00005982395267
11.34,2.00777135349799,1.99960196626436,1.99996611141019
11.4,2.00503851913046,1.99948105450414,1.99988066291332
11.46,2.00304353702132,1.99946712142819,1.99980273735485
11.52,2.00142743871601,1.99962609374907,1.99972946448747
11.58,1.99941444520229,1.99951086328888,1.99965960975481
11.64,1.99673134670539,1.99935129252834,1.9995921621556
11.7,1.99348422029544,1.99931015435283,1.99953021392
11.76,1.99005011264728,1.99937793342618,1.99947662079958
11.82,1.98832740924702,1.99923575721246,1.99942833394509
11.88,1.98857208900491,1.99906377398082,1.99938661614965
11.94,1.98915705373392,1.99910810092141,1.99935057005166
12,1.98988669276992,1.9992614113649,1.99931469505388
12.06,1.98910330030151,1.99926663169163,1.9992849834797
12.12,1.98707871207555,1.99906245998671,1.99925764778994
12.18,1.98485333620907,1.99901866375039,1.99922983207119
12.24,1.98358761827545,1.99919159717777,1.99920507892198
12.3,1.98411747545202,1.99921275736256,1.99918371918962
12.36,1.98610786242588,1.9989772880302,1.99916979151644
12.42,1.988726082036,1.99899899109562,1.99915832018463
12.48,1.99004962937665,1.9988156965395,1.99914398654776
12.54,1.99049105761032,1.99871849641119,1.99913219593762
12.6,1.99035761135226,1.99865976237392,1.9991246563831
12.66,1.98992703120596,1.99865337417411,1.99912205641975
12.72,1.98957056052522,1.99890255703562,1.99912515684639
12.78,1.9892758695687,1.99876473634629,1.99912591902143
12.84,1.98961838072424,1.99872882063076,1.99912584250196
12.9,1.99107908383749,1.99892182808064,1.99912555805874
12.96,1.99364528223204,1.99891991977716,1.99912703466392
13.02,1.99557858752682,1.99885607162893,1.99913231455229
13.08,1.99630811352375,1.99836700758882,1.99913674384507
13.14,1.99705908207357,1.99821505323203,1.99914358470611
13.2,1.99765420330363,1.99810384578507,1.99915728801047
13.26,1.99836591480958,1.9981007,1.99917345711664
13.32,1.99979465297914,1.9982895481406,1.99918873900845
13.38,2.00057607168725,1.99790780586351,1.99920185931267
13.44,2.00062157265583,1.99797600434334,1.99921320514674
13.5,2.00179699799114,1.99822991820007,1.99922587825838
13.56,2.00398498745473,1.9982333,1.99923779824533
13.62,2.00591739818852,1.99828715246407,1.99924865211888
13.68,2.0079515467164,1.99816623169109,1.99926095221852
13.74,2.00975849226,1.9981677,1.99927191296921
13.8,2.01056022353819,1.9981677,1.99928490681976
13.86,2.01103605865351,1.99821958236106,1.99930117492948
13.92,2.01134535443422,1.99801636359942,1.99931584209018
13.98,2.01037704571276,1.99782336518106,1.99933044976379
14.04,2.00825439031985,1.99789527488655,1.99934472358939
14.1,2.00620279866295,1.99794255589099,1.99935752703279
14.16,2.0034522669396,1.99782800679722,1.99937263704079
14.22,2.00091820096023,1.99802856814692,1.99938868325417
14.28,1.9997164965912,1.9980322,1.999406972625
14.34,1.99771697941036,1.99775806409802,1.99942408401132
14.4,1.99519350065428,1.99775389919329,1.99943899906315
14.46,1.99437464482323,1.99782797694689,1.99945499121835
14.52,1.99396817921114,1.99821511490497,1.99947064319697
14.58,1.99306109411018,1.99796595389507,1.99948480084616
14.64,1.99331016787786,1.99802195933148,1.99950036547301
14.7,1.99334169564918,1.99822813114521,1.99951472626593
14.76,1.99253153856801,1.99810409877402,1.99952839513104
14.82,1.99215777127043,1.99817169835704,1.99954329851393
14.88,1.99179813663478,1.99829595117806,1.9995564572339
14.94,1.99068964545245,1.99830053892679,1.99957052805206
15,1.98916331077977,1.99812197584,1.99958626322434
15.06,1.98763531522672,1.99832590827801,1.99960198522142
15.12,1.98656399337606,1.9985483668585,1.99961677706013
15.18,1.98629027335058,1.99877082543899,1.99962826425791
15.24,1.98667489656408,1.99873465522078,1.99963748404294
15.3,1.98803697189824,1.99847656555316,1.99964704548542
15.36,1.98983297688916,1.99870852726528,1.99965506301682
15.42,1.98992505645678,1.99887726668774,1.99966639851527
15.48,1.98872051958773,1.99901105513364,1.99967888682097
15.54,1.98675079528964,1.99901227,1.99968982061307
15.6,1.98473728200708,1.99914490189321,1.99970447821461
15.66,1.98360775036134,1.99919275650531,1.9997150969354
15.72,1.98331028388608,1.9991001781873,1.99972606980391
15.78,1.98257759712124,1.99890981697524,1.99973770760353
15.84,1.98049486320952,1.99900273327262,1.99974756117402
15.9,1.97826145775127,1.99901227,1.99975850235834
15.96,1.97662840594195,1.99905500345404,1.99976919104797
16.02,1.97591004871498,1.99905217071765,1.99977847260817
16.08,1.97661304669025,1.99891886946879,1.99978924683133
16.14,1.97963645769099,1.99893307076836,1.99979866102672
16.2,1.98228306376425,1.99915569590481,1.99980646511832
16.26,1.97803859811334,1.96356022506216,1.99981261638351
