T_train,MAE_mean,MAE_1,MAE_2
5,0.108826944998233,0.170199234127359,0.0474546558691062
10,0.102936211880319,0.169652576752761,0.0362198470078764
15,0.0890813141809798,0.165458837666734,0.0127037906952253
20,0.0897186239829845,0.166602655068672,0.0128345928972967
25,0.0894940702595021,0.168159938350003,0.0108282021690012
30,0.0911876697931043,0.170003322283812,0.0123720173023961
35,0.0912231872940984,0.170073120342639,0.0123732542455574
40,0.0911875402202891,0.169995813670293,0.0123792667702851
45,0.0914753382304425,0.167118711952711,0.0158319645081738
50,0.0915979100511492,0.167155019378274,0.0160408007240242
55,0.0910639191937401,0.166182027518792,0.0159458108686881
60,0.0910459722534587,0.166161646270559,0.0159302982363582
65,0.0920179069708349,0.169327817788688,0.0147079961529821
70,0.0918624149116909,0.166948892030978,0.0167759377924041
75,0.0917895095198467,0.166909422275827,0.0166695967638664
80,0.0917722680381613,0.166893105203267,0.0166514308730558
85,0.091909485973725,0.167118091080704,0.0167008808667456
90,0.0919251036365706,0.167176171909883,0.0166740353632586
95,0.0918673380156632,0.167063937986489,0.0166707380448372
100,0.0916733290738681,0.171714964735093,0.0116316934126427
105,0.0917708259001343,0.168084203267874,0.0154574485323951
110,0.0916221191013043,0.169521138471411,0.0137230997311974
115,0.0914882603302965,0.167726932128362,0.0152495885322311
120,0.091575821870259,0.167849524806304,0.0153021189342139
125,0.0915776061220414,0.167834340991113,0.0153208712529698
130,0.0915759649172107,0.167834732308371,0.0153171975260503
135,0.0916244895860804,0.167958708299951,0.0152902708722092
140,0.0916854708791922,0.167974640829571,0.0153963009288134
145,0.0918137469569611,0.169767912356821,0.0138595815571008
150,0.0918227531340267,0.169781098340551,0.0138644079275026
155,0.0918233617715373,0.16978136275808,0.0138653607849947
160,0.0918235242128212,0.16978155639172,0.0138654920339221
165,0.0918246316489867,0.169784112154412,0.0138651511435615
170,0.0918280707750042,0.169791105042259,0.0138650365077497
175,0.091770002708197,0.169805769297596,0.0137342361187985
180,0.0918529638372944,0.169938913258961,0.013767014415628
185,0.0918185560928625,0.169854994608325,0.0137821175773997
190,0.0917915346680531,0.169799519710388,0.0137835496257179
195,0.0917982575946387,0.169813026540285,0.0137834886489922
200,0.0917406469676717,0.169923435409753,0.0135578585255902
205,0.0918900541381499,0.169964470832401,0.0138156374438984
210,0.0918680047856692,0.16991044102655,0.0138255685447884
215,0.0918427647001613,0.169852868042704,0.0138326613576188
220,0.0918715193910429,0.169911909576762,0.0138311292053238
225,0.0919128786912807,0.16999451156512,0.0138312458174415
230,0.0919185639026594,0.170005483036808,0.0138316447685106
235,0.0918363905882802,0.170110416589838,0.0135623645867226
240,0.0919251842556765,0.170117994800055,0.0137323737112985
245,0.0918386611357113,0.170029947717389,0.0136473745540337
250,0.0918181290218437,0.169915063724256,0.0137211943194311
