T_train,MAE_mean,MAE_1,MAE_2
5,0.161814827949561,0.269450832582945,0.0541788233161768
10,0.122663445895272,0.211794354004672,0.0335325377858708
15,0.0836126702779171,0.157715430626963,0.00950990992887138
20,0.0836131212322207,0.157853130210246,0.00937311225419503
25,0.0886458921084183,0.157515430629802,0.0197763535870347
30,0.0863156918151746,0.15702401215185,0.0156073714784989
35,0.0867008697383452,0.157454882768379,0.015946856708312
40,0.0866742830890984,0.157449405982891,0.0158991601953063
45,0.090498536907892,0.172270447880403,0.00872662593538088
50,0.0904122988118036,0.172478224412251,0.00834637321135647
55,0.0919822609699976,0.175779567281717,0.00818495465827795
60,0.0944179573865064,0.180137379305885,0.0086985354671276
65,0.0955546936980836,0.179523164517576,0.011586222878591
70,0.0941632126921383,0.179884768399891,0.00844165698438552
75,0.0937129747639852,0.179044107211034,0.00838184231693636
80,0.0933561237781758,0.178382545071703,0.00832970248464915
85,0.0912365277512753,0.173951422378587,0.00852163312396391
90,0.0903268208407466,0.172123874296281,0.00852976738521203
95,0.0898276978502195,0.171096653602081,0.00855874209835809
100,0.092768771251999,0.176279740451517,0.0092578020524812
105,0.0947169478922643,0.178453306038943,0.0109805897455856
110,0.0954658312069359,0.182993791865853,0.00793787054801873
115,0.095573551168332,0.180241908007577,0.010905194329087
120,0.0956645659682966,0.180563713716497,0.0107654182200962
