T_train,MAE_mean,MAE_1,MAE_2
5,0.116949448620424,0.1736457128048,0.0602531844360483
10,0.107451032086668,0.195335745069913,0.0195663191034233
15,0.0925821280110713,0.17044505764834,0.0147191983738023
20,0.0930963432273046,0.175516356123764,0.0106763303308451
25,0.0957571402762921,0.17983210583671,0.0116821747158747
30,0.0978819806495725,0.185498983279237,0.0102649780199085
35,0.0961726468261541,0.182193517054091,0.0101517765982175
40,0.0955096664203111,0.180770067681569,0.0102492651590537
45,0.096791300424351,0.178757745141861,0.0148248557068406
50,0.094129442582127,0.174431984791375,0.0138269003728787
55,0.0923021372288872,0.172846240871908,0.0117580335858662
60,0.0923521240861315,0.17295925034729,0.0117449978249726
65,0.0926439458778735,0.171819800020305,0.0134680917354422
70,0.0922950416410711,0.172135416093472,0.0124546671886706
75,0.0923059091042901,0.172180096316162,0.0124317218924182
80,0.0925939312935575,0.172950960785093,0.0122369018020221
85,0.0925223488366126,0.172939245030906,0.0121054526423195
90,0.092558315365132,0.173038127314441,0.012078503415823
95,0.0924313478810478,0.172784942370574,0.0120777533915213
100,0.0935157394797974,0.173973096769375,0.0130583821902194
105,0.0926904814002604,0.172955363837547,0.0124255989629736
110,0.0923316443167624,0.1722837885251,0.0123795001084248
115,0.0915498774222634,0.165614557548346,0.0174851972961808
120,0.0910789506786595,0.164657139210227,0.0175007621470918
125,0.0912002195297232,0.164821994454383,0.0175784446050635
130,0.0910990687513722,0.164694876295964,0.01750326120678
135,0.0913061673483096,0.165107071415187,0.0175052632814323
140,0.0926152313353272,0.173374783456548,0.0118556792141063
145,0.0926539664471647,0.173229217395359,0.0120787154989708
150,0.0924644479157088,0.172995495567092,0.0119334002643258
155,0.0927440102466076,0.173616544617962,0.0118714758752531
160,0.0925627771372193,0.173291340363707,0.0118342139107321
165,0.0922482119676721,0.172637095657218,0.0118593282781261
170,0.0920193110444458,0.172221930082826,0.0118166920060657
175,0.0925992748455657,0.173112453737165,0.0120860959539664
180,0.0927819006103362,0.173891190168043,0.0116726110526291
185,0.093172618008412,0.174608042072391,0.011737193944433
190,0.0934551127290956,0.175177566428629,0.0117326590295624
195,0.0939859951699721,0.176241769850846,0.011730220489098
200,0.0944272419839346,0.176563183335948,0.0122913006319211
205,0.0933164348209846,0.174706223169423,0.0119266464725461
210,0.0926910132589169,0.17362304045421,0.0117589860636239
215,0.0924411893363943,0.173132079705999,0.0117502989667894
220,0.0923097415262148,0.172855567555782,0.0117639154966478
225,0.0922275632307494,0.172709067410452,0.0117460590510472
230,0.0923223190925525,0.172896436297121,0.011748201887984
235,0.0930300773491481,0.1733764155607,0.0126837391375965
240,0.0926688824579002,0.173152408298195,0.0121853566176053
245,0.092682211973374,0.174139024490402,0.0112253994563464
250,0.0918759167919542,0.166107615419811,0.0176442181640976
