T_train,MAE_mean,MAE_1,MAE_2
5,0.118599460789491,0.177401663157978,0.059797258421003
10,0.103509673136625,0.186331235854497,0.0206881104187537
15,0.0922396170030793,0.172789338344846,0.0116898956613124
20,0.0923345826094367,0.174135536907514,0.0105336283113589
25,0.0948021753971564,0.178773339755829,0.0108310110384838
30,0.0968709711617701,0.183660522955638,0.0100814193679022
35,0.0953497276518106,0.180634141395453,0.0100653139081679
40,0.0949124719235209,0.179516275910535,0.0103086679365069
45,0.0961959653764579,0.17738557053406,0.0150063602188556
50,0.0934715899085354,0.174254044329671,0.0126891354874001
55,0.0914599520304571,0.168893487853966,0.0140264162069486
60,0.0908832307984588,0.167808521259476,0.0139579403374412
65,0.0912831676820183,0.167894681885412,0.0146716534786247
70,0.0903078370033349,0.167415436551535,0.013200237455135
75,0.0902920198507869,0.167494365196703,0.0130896745048711
80,0.0905756352392655,0.168246508251612,0.0129047622269191
85,0.0905477912478827,0.168237346598913,0.0128582358968526
90,0.090800339269156,0.168768394280373,0.0128322842579386
95,0.0906863350478482,0.168549699901874,0.0128229701938226
100,0.0925504373576048,0.17063808045029,0.0144627942649197
105,0.0915155608605935,0.169655180100192,0.0133759416209951
110,0.0909247995805687,0.16821300448733,0.0136365946738074
115,0.0907981465273467,0.168557168672911,0.0130391243817829
120,0.0904934460368949,0.167909843604869,0.0130770484689208
125,0.0902694124253789,0.167410046664332,0.0131287781864263
130,0.0902001674501846,0.167367055810099,0.0130332790902701
135,0.0902539832655837,0.167500971833187,0.0130069946979808
140,0.0913457640509398,0.169626868296408,0.0130646598054713
145,0.0914918262937547,0.169725276494827,0.0132583760926824
150,0.0912399717926594,0.169370844276138,0.0131090993091812
155,0.0919817439104932,0.170819233090843,0.0131442547301434
160,0.0917486113248712,0.17036969095396,0.013127531695782
165,0.0913585100824567,0.169545460779338,0.0131715593855755
170,0.0911563303020709,0.169129957240019,0.0131827033641232
175,0.0916783772418688,0.169584938323594,0.0137718161601433
180,0.0919691578417795,0.170708182140192,0.013230133543367
185,0.0923741150786154,0.171494407312246,0.0132538228449844
190,0.0926298350169241,0.17200466930789,0.0132550007259582
195,0.0932476496964482,0.173223303761232,0.0132719956316649
200,0.0939139788206406,0.17360871363189,0.0142192440093916
205,0.0925156681048243,0.171667823060292,0.0133635131493564
210,0.0918813437565851,0.170615493481091,0.0131471940320795
215,0.0916910074720328,0.170220511125842,0.0131615038182235
220,0.0915734668037995,0.169967473092418,0.0131794605151806
225,0.0915097976074869,0.169844948108177,0.0131746471067964
230,0.0916587624367901,0.17013751657245,0.0131800083011304
235,0.0925262528463612,0.174375475721071,0.0106770299716513
240,0.0920975350196532,0.17050562133884,0.0136894487004666
245,0.0921126616331035,0.173566296039204,0.0106590272270026
250,0.0915749164926853,0.173094204536457,0.0100556284489137
