time,vel,theta,acc_sp,vel_sp
0,-1.86513832249423,0.0122962055929181,0.530127359791272,-1.5
0.0600000000000023,-1.83685671471418,0.0447189792439792,0.488221989642542,-1.5
0.120000000000005,-1.81048307276872,0.0661865777552486,0.456702179665777,-1.5
0.180000000000007,-1.78169502971072,0.0925888810246074,0.419851535238692,-1.5
0.239999999999995,-1.74744551400709,0.109982590114481,0.377596529439122,-1.5
0.299999999999997,-1.71742129721214,0.122542757041264,0.342827220316765,-1.5
0.359999999999999,-1.6891115064817,0.129173539599464,0.314614899685598,-1.5
0.420000000000002,-1.662805884128,0.128995886971025,0.290763950129921,-1.5
0.480000000000004,-1.63968031011345,0.123122914479869,0.275907328578414,-1.5
0.540000000000006,-1.62009123394926,0.11161791237859,0.269330489419767,-1.5
0.599999999999994,-1.60285713680616,0.0952664297511103,0.261724346018555,-1.5
0.659999999999997,-1.59041022287476,0.0746880574276949,0.265256486510409,-1.5
0.719999999999999,-1.58088622847306,0.0510172350537372,0.272131989173206,-1.5
0.780000000000001,-1.57493990228714,0.0256211533175929,0.284881717082032,-1.5
0.840000000000003,-1.57401184245329,-0.000425486136776116,0.310740561817192,-1.5
0.900000000000006,-1.57669753697185,-0.0271938510327831,0.339166980014809,-1.5
0.959999999999994,-1.58180069953954,-0.0548831467732812,0.364991883460235,-1.5
1.02,-1.58899054411633,-0.0785810164295084,0.391725015754636,-1.5
1.08,-1.59778322619357,-0.097274730180575,0.418984873056321,-1.5
1.14,-1.6076210584867,-0.11446900112476,0.445740810387403,-1.5
1.2,-1.61839304869769,-0.128508668083671,0.474208993225417,-1.5
1.26000000000001,-1.62818091857795,-0.136421562142391,0.492010823216085,-1.5
1.31999999999999,-1.63590169063195,-0.138952180155859,0.502733865979253,-1.5
1.38,-1.64288434500741,-0.137030346693584,0.514819316701187,-1.5
1.44,-1.64820712982654,-0.12940760741462,0.522434520277196,-1.5
1.5,-1.65156693114286,-0.117375193483546,0.525146930614887,-1.5
1.56,-1.6523324709913,-0.102390999755393,0.521198294164324,-1.5
1.62,-1.64995898681687,-0.0829045494181473,0.509588836859513,-1.5
1.68000000000001,-1.64348339447889,-0.0625149331004656,0.486677289135074,-1.5
1.73999999999999,-1.63373356163435,-0.0373803213917887,0.459877984522851,-1.5
1.8,-1.62185989220556,-0.0174281795565407,0.435366628122256,-1.5
1.86,-1.60753012800269,0.00797245306251238,0.404830715379428,-1.5
1.92,-1.59226695310794,0.0308194782841862,0.379434606399065,-1.5
1.98,-1.57592932563277,0.0488785578761546,0.347157507086665,-1.5
2.04000000000001,-1.55680023952748,0.0675816401584747,0.31547246181105,-1.5
2.09999999999999,-1.53738142331724,0.0810807711128382,0.280614351082076,-1.5
2.16,-1.51945107496214,0.0920551108182246,0.258303073979535,-1.5
2.22,-1.502526682513,0.0981597847696221,0.237111365564019,-1.5
2.28,-1.48647752100766,0.100179719742453,0.217146804657913,-1.5
2.34,-1.4723421624576,0.0979228503835966,0.201471929452382,-1.5
2.40000000000001,-1.46070569334776,0.0919314014530915,0.193787004349281,-1.5
2.45999999999999,-1.45221004016871,0.0827643590180708,0.187177278161539,-1.5
