T_train,MAE_mean,MAE_1,MAE_2,NMAE_mean,NMAE_1,NMAE_2
6,0.0888892808756726,0.16565889327697,0.0121196684743757,0.0348988086989505,0.0615547881640764,0.00824282923382462
7,0.0886782931339485,0.168380183292359,0.00897640297553797,0.0343354921591018,0.0625659528961155,0.00610503142208814
8,0.0884391084540301,0.16789273874841,0.00898547815965038,0.034248017038219,0.0623848304398984,0.00611120363653957
9,0.0883601645674794,0.166121402074537,0.0105989270604216,0.0344675938259458,0.0617266451075528,0.00720854254433872
10,0.0880207618702661,0.165401217079161,0.0106403066613715,0.0343478638192119,0.0614590419988251,0.00723668563959871
11,0.0871039756459746,0.164850691131601,0.00935726016034849,0.0338092700290649,0.0612544800377342,0.00636406002039557
12,0.0880050258567691,0.167386263574361,0.00862378813917735,0.0340309238390414,0.0621966366675495,0.00586521101053325
13,0.0888605801046256,0.161567108979674,0.016154051229577,0.0355105375268666,0.060034381316905,0.0109866937368282
14,0.0891977648429677,0.16972167611313,0.00867385357280543,0.0344818401465006,0.063064418778464,0.00589926151453723
15,0.0884799288211737,0.168384988790185,0.00857486885216235,0.034199839262613,0.0625677385014328,0.00583194002379317
16,0.0904051105434693,0.171144495971876,0.00966572511506293,0.0350834785049689,0.0635931037966255,0.00657385321331222
17,0.0917915471968857,0.172625079618892,0.0109580147748797,0.0357980088569634,0.0641432524240155,0.00745276528991139
18,0.0902316086036147,0.170793066325953,0.00967015088127648,0.0350196922056943,0.0634625211458456,0.00657686326554296
19,0.0903474817155794,0.171192786361911,0.00950217706924786,0.0350368341176226,0.06361104732305,0.00646262091219528
20,0.0879058578366282,0.167252419091731,0.00855929658152539,0.0339841261730066,0.0621469033353254,0.00582134901068793
21,0.0861296788569691,0.161224326901822,0.0110350308121158,0.0337060786648978,0.0599070118906627,0.0075051454391329
22,0.0840441887207355,0.152994167284631,0.0150942101568397,0.0335573803562301,0.0568488861132212,0.010265874599239
23,0.082784689566936,0.148443308957648,0.0171260701762242,0.0334028409429879,0.0551578985982086,0.0116477832877672
24,0.0831356887471305,0.147527358801506,0.0187440186927546,0.033782868211949,0.0548175539495461,0.012748182474352
25,0.0835504694942377,0.147597904420079,0.0195030345683967,0.0340540856725461,0.0548437669739196,0.0132644043711727
26,0.0835680275722697,0.147390473377987,0.0197455817665529,0.03409802812798,0.0547666906781528,0.0134293655778072
27,0.0833103086841583,0.147202722859476,0.0194178945088408,0.0339517130473518,0.0546969271830211,0.0132064989116825
28,0.0835647869264431,0.147889198809216,0.0192403750436699,0.0340188846021583,0.0549520048358419,0.0130857643684747
29,0.0833735280313291,0.146913618239744,0.0198334378229142,0.034039310613451,0.0545895029857877,0.0134891182411144
30,0.0841109454593573,0.14862349194918,0.0195983989695343,0.0342770568978733,0.0552248501856249,0.0133292636101217
