T_train,MAE_mean,MAE_1,MAE_2
5,0.0149765737726612,0.00899427110986127,0.0209588764354611
10,0.00711588351991423,0.00510983482756837,0.0091219322122601
15,0.00521639332593725,0.00438587949453059,0.00604690715734391
20,0.00459554090980192,0.00391871843902071,0.00527236338058314
25,0.00491520576696432,0.00401492994340025,0.00581548159052838
30,0.00489026207086407,0.00406872066613045,0.0057118034755977
35,0.00484880944863288,0.00412815300720911,0.00556946589005665
40,0.00484848500016976,0.00409185251157054,0.00560511748876897
45,0.00513922136743305,0.00418666768372908,0.00609177505113702
50,0.00493080609456729,0.0037895628442581,0.00607204934487648
55,0.00484942325716466,0.00370468590750866,0.00599416060682067
60,0.00484016743980331,0.00370376122250081,0.00597657365710581
65,0.00480790464878584,0.00388660290001482,0.00572920639755686
70,0.00477099513230395,0.00373708485898517,0.00580490540562274
75,0.00479009201194644,0.00373869306500441,0.00584149095888848
80,0.00478303140303684,0.00373246323898913,0.00583359956708455
85,0.00473565543411013,0.00381513973381238,0.00565617113440787
90,0.00473279690372654,0.00381485720525819,0.00565073660219489
95,0.00473074508009163,0.00380945857085515,0.00565203158932811
100,0.00475525626740623,0.0038243377396591,0.00568617479515337
105,0.00475975258558469,0.003809182182241,0.00571032298892839
110,0.00468363207335467,0.00376002663869161,0.00560723750801774
115,0.00471007656964692,0.00375906421381159,0.00566108892548224
120,0.00465445778282453,0.00372849735392712,0.00558041821172193
125,0.00466279942903166,0.00373581825533879,0.00558978060272453
130,0.00463995125675803,0.00372955816641063,0.00555034434710543
135,0.00458400938497667,0.00371618306325837,0.00545183570669498
140,0.00461573831763752,0.00376426168316498,0.00546721495211007
145,0.00462569286575264,0.00376857389618844,0.00548281183531685
150,0.00461088769521927,0.0037646353968255,0.00545713999361304
155,0.00460287071865515,0.00375992333180024,0.00544581810551005
160,0.00459098959894488,0.00375655208207651,0.00542542711581326
165,0.00458080886673367,0.00374836692512098,0.00541325080834635
170,0.00456549959097098,0.00373808131406838,0.00539291786787359
175,0.00453829644443403,0.00373807925431632,0.00533851363455174
180,0.00452508748918949,0.0037606808747816,0.00528949410359737
185,0.00454523587936224,0.00378928614213936,0.00530118561658513
190,0.00455074695274644,0.003807256201409,0.00529423770408389
195,0.0045611216142174,0.00383167706128963,0.00529056616714518
200,0.00457878223797486,0.00383379746163907,0.00532376701431064
205,0.00455776507487307,0.00379051350247666,0.00532501664726948
210,0.0045413699514066,0.0037609110956569,0.00532182880715631
215,0.00453209720931658,0.00374017246800502,0.00532402195062814
220,0.00452743293838036,0.00373020956111215,0.00532465631564857
225,0.00452462674134084,0.00372356905306912,0.00532568442961255
230,0.00452780677073743,0.00373106036330076,0.00532455317817409
235,0.00451245247339622,0.00371959842786844,0.00530530651892399
240,0.00452644475027763,0.00372478321561072,0.00532810628494453
245,0.00450943268468559,0.00370398657975539,0.0053148787896158
250,0.00451399415742402,0.00368571544006081,0.00534227287478723
