T_train,MAE_mean,MAE_1,MAE_2
5,0.129481982638236,0.223645021262954,0.0353189440135189
10,0.130814110286583,0.240505309666726,0.0211229109064404
15,0.082115766017407,0.151436798126637,0.0127947339081773
20,0.0826539251329716,0.152224548847901,0.0130833014180423
25,0.0882271648074474,0.161295163903344,0.0151591657115509
30,0.09466952700219,0.17040038351094,0.0189386704934401
35,0.0954213727784937,0.167961774413831,0.0228809711431569
40,0.0952138155678167,0.167473341289531,0.0229542898461024
45,0.097874544185595,0.169096778751511,0.0266523096196793
50,0.095996886204149,0.166779742110323,0.0252140302979747
55,0.0956125905988555,0.166083449755123,0.0251417314425879
60,0.0967665826330889,0.168393297562205,0.0251398677039733
65,0.0968020299149433,0.167079382447164,0.0265246773827224
70,0.0953872715622541,0.166141881708588,0.0246326614159205
75,0.0950754108703612,0.165456004584161,0.0246948171565615
80,0.0952431926777511,0.16618298711115,0.0243033982443518
85,0.0941146244581954,0.163432465598063,0.0247967833183277
90,0.0931351408623473,0.161449460874029,0.0248208208506656
95,0.0925765590033659,0.16030236920023,0.0248507488065014
100,0.0941786635750355,0.163096350931623,0.0252609762184482
105,0.0951210644415252,0.165352915206866,0.0248892136761845
110,0.0950172007685207,0.16504409342671,0.0249903081103318
115,0.094850145408486,0.165081076320849,0.0246192144961228
120,0.0947466090389442,0.164887950326942,0.0246052677509467
