T_train,MAE_mean,MAE_1,MAE_2,NMAE_mean,NMAE_1,NMAE_2
5,0.104810996301068,0.160288116984688,0.0493338756174483,0.0479736106477801,0.0606685606765769,0.0352786606189832
10,0.100093458849336,0.168880421701792,0.0313064959968805,0.0431540004295152,0.0639207216594841,0.0223872791995463
15,0.0887360608412835,0.165634486734306,0.0118376349482613,0.0355786197301596,0.0626921452295423,0.00846509423077687
20,0.0885688483750525,0.166836118953533,0.0103015777965723,0.0352568094543889,0.0631469593391251,0.00736665956965261
25,0.0907457187711975,0.168523081187376,0.0129683563550193,0.0365295713103931,0.0637854693707376,0.00927367325004871
30,0.0907358218670948,0.16993769997408,0.0115339437601094,0.0362844114335309,0.0643208982428827,0.00824792462417906
35,0.0907461498822258,0.169994821881745,0.0114974778827071,0.0362821832902167,0.0643425187097416,0.00822184787069177
40,0.0907030637970459,0.169908607231376,0.0114975203627162,0.036265882488574,0.0643098867289964,0.00822187824815158
45,0.0909668745907957,0.166753008812237,0.015180740369354,0.0369856258703549,0.0631155024055426,0.0108557493351672
50,0.0911061340345513,0.166837245569037,0.0153750225000653,0.0370710331353776,0.0631473857596381,0.0109946805111171
55,0.0905944835118269,0.165906495501701,0.0152824715219528,0.0368617985044282,0.062795099713753,0.0109284972951034
60,0.0905892303202141,0.16591076254856,0.0152676980918684,0.036857323795653,0.0627967147779021,0.0109179328134039
65,0.0915365404345179,0.168608575706118,0.0144645051629183,0.0370806991167061,0.0638178287838706,0.0103435694495416
70,0.0915371384037743,0.166778192084284,0.0162960847232642,0.0373891832094008,0.0631250341967755,0.011653332222026
75,0.0914598392891916,0.166738068570524,0.0161816100078595,0.0373406594543054,0.0631098475698758,0.0115714713387349
80,0.091442257057119,0.166721639443328,0.0161628746709102,0.0373308514462807,0.0631036291956201,0.0115580736969413
85,0.0915542913881334,0.169042249073654,0.014066333702613,0.0370204049059656,0.0639819728234109,0.0100588369885203
90,0.0916041413353768,0.167016880206635,0.0161914024641184,0.0373969254222303,0.0632153769190312,0.0115784739254294
95,0.0915476222730869,0.166907313930709,0.0161879306154652,0.0373749488128278,0.0631739064196319,0.0115759912060236
100,0.0910790734353912,0.171251670869311,0.010906476001471,0.0363087272741787,0.0648182321967914,0.00779922235156602
105,0.0914015007840328,0.17186011340102,0.0109428881670456,0.0364368932623372,0.0650485258289558,0.00782526069571862
110,0.0910598573398377,0.168963221102684,0.0131564935769913,0.036680135589884,0.0639520609787767,0.00940821020099122
115,0.0911231443818727,0.168980078780501,0.0132662099832449,0.0367225549874709,0.0639584415581281,0.00948666841681374
120,0.0911970647190835,0.169084937614766,0.0133091918234014,0.0367577675206886,0.0639981303052964,0.00951740473608082
125,0.0911581949632209,0.169059799410411,0.0132565905160305,0.0367342025533266,0.0639886155720467,0.00947978953460664
130,0.091158593954849,0.169061291969511,0.0132558959401875,0.0367342366722114,0.0639891805010883,0.00947929284333451
135,0.0911889399628722,0.168942560262208,0.0134353196635367,0.0367759198421731,0.0639442409140232,0.00960759877032298
140,0.0911615943359207,0.169123202301346,0.0131999863704951,0.0367259626374351,0.0640126133718095,0.0094393119030608
145,0.0912310183782405,0.169188034746191,0.0132740020102904,0.0367646963748353,0.0640371522533428,0.00949224049632769
150,0.0912385193960093,0.169199701427878,0.0132773373641402,0.0367680968324311,0.0640415680565798,0.00949462560828249
155,0.0912387062209619,0.169199722124308,0.0132776903176157,0.036768226947736,0.0640415758901151,0.00949487800535692
160,0.0912388009927079,0.169199961635913,0.0132776403495026,0.036768254408838,0.064041666544523,0.009494842273153
165,0.0912399282797924,0.169202734977501,0.0132771215820838,0.0367685937741576,0.0640427162458082,0.00949447130250699
170,0.0912434947192973,0.169209842550026,0.0132771468885683,0.0367699479196936,0.0640454064402101,0.00949448939917722
175,0.0911285816062333,0.169033310463155,0.0132238527493119,0.0367174841701434,0.0639785895867516,0.00945637875353513
180,0.0912134330585092,0.169327572644418,0.0130992934726003,0.0367286366595268,0.0640899669198604,0.00936730639919327
185,0.0911829905306785,0.169253512608492,0.0131124684528647,0.0367193316263153,0.0640619354234038,0.00937672782922674
190,0.091164163770578,0.169212800797499,0.0131155267436572,0.0367127204705802,0.0640465261278057,0.00937891481335463
195,0.0911767677582017,0.169237904981002,0.0131156305354015,0.0367175085095556,0.0640560279842673,0.00937898903484395
200,0.0910984599020164,0.16910556018305,0.0130913596209826,0.0366837843925263,0.0640059358841427,0.00936163290091001
205,0.0912016650530227,0.169299618307138,0.013103711798907,0.0367249261169114,0.0640793862889356,0.00937046594488732
210,0.091190944296662,0.169069087290214,0.0133128013031099,0.0367560584407688,0.0639921310060663,0.00951998587547142
215,0.0911712893562448,0.169023984049008,0.0133185946634813,0.036749594137899,0.063975059567601,0.00952412870819697
220,0.0912100819027637,0.169106616510287,0.0133135472952406,0.0367634275176497,0.0640063357007621,0.00952051933453731
225,0.091262727285361,0.169211153587555,0.0133143009831668,0.0367834804803807,0.0640459026638938,0.00952105829686752
230,0.0912799529271422,0.169244779789255,0.0133151260650294,0.0367901391955583,0.0640586300781061,0.00952164831301057
235,0.091167564676778,0.169269485279712,0.0130656440738443,0.0367056123702052,0.0640679810304725,0.0093432437099379
240,0.0912845396354381,0.169304387094977,0.0132646921758993,0.036783387146549,0.0640811912605068,0.00948558303259123
245,0.0911650242984406,0.169169522743187,0.0131605258536941,0.0367206195997736,0.064030145516982,0.00941109368256528
250,0.0912022453763944,0.169136434736594,0.0132680560161944,0.0367528051615869,0.0640176218079671,0.00948798851520661
