time,vel,theta,acc_sp,vel_sp
0,-1.86513832249423,0.5144723291616,0.221734387580683,-1.5
0.0600000000000023,-1.83685671471418,0.469079435146927,0.179829017431953,-1.5
0.120000000000005,-1.81048307276872,0.421851882892926,0.148309207455188,-1.5
0.180000000000007,-1.78169502971072,0.337720454809886,0.111458563028103,-1.5
0.239999999999995,-1.74744551400709,0.253309769596107,0.0692035572285323,-1.5
0.299999999999997,-1.71742129721214,0.154962171558087,0.0344342481061757,-1.5
0.359999999999999,-1.6891115064817,0.0453397078378867,0.00622192747500838,-1.5
0.420000000000002,-1.662805884128,-0.0473967714573486,-0.0176290220806687,-1.5
0.480000000000004,-1.63968031011345,-0.141602594824489,-0.0324856436321755,-1.5
0.540000000000006,-1.62009123394926,-0.225970002699028,-0.0390624827908226,-1.5
0.599999999999994,-1.60285713680616,-0.304303156434971,-0.0466686261920346,-1.5
0.659999999999997,-1.59041022287476,-0.364853109379045,-0.0431364857001799,-1.5
0.719999999999999,-1.58088622847306,-0.411922440985594,-0.0362609830373831,-1.5
0.780000000000001,-1.57493990228714,-0.438810809407817,-0.0235112551285577,-1.5
0.840000000000003,-1.57401184245329,-0.44884975672471,0.0023475896066032,-1.5
0.900000000000006,-1.57669753697185,-0.441836615690229,0.0307740078042198,-1.5
0.959999999999994,-1.58180069953954,-0.413077356346558,0.0565989112496461,-1.5
1.02,-1.58899054411633,-0.372221584581048,0.0833320435440464,-1.5
1.08,-1.59778322619357,-0.32118532402781,0.110591900845731,-1.5
1.14,-1.6076210584867,-0.256289656852656,0.137347838176814,-1.5
1.2,-1.61839304869769,-0.171540390020478,0.165816021014827,-1.5
1.26000000000001,-1.62818091857795,-0.0868852816743695,0.183617851005496,-1.5
1.31999999999999,-1.63590169063195,-0.0138185792545762,0.194340893768664,-1.5
1.38,-1.64288434500741,0.0643046150732826,0.206426344490597,-1.5
1.44,-1.64820712982654,0.151332184712838,0.214041548066607,-1.5
1.5,-1.65156693114286,0.224933874020258,0.216753958404298,-1.5
1.56,-1.6523324709913,0.282222922976959,0.212805321953735,-1.5
1.62,-1.64995898681687,0.333177971293681,0.201195864648923,-1.5
1.68000000000001,-1.64348339447889,0.36496549385642,0.178284316924485,-1.5
1.73999999999999,-1.63373356163435,0.387137090879821,0.151485012312262,-1.5
1.8,-1.62185989220556,0.390618851585052,0.126973655911667,-1.5
1.86,-1.60753012800269,0.379157863815424,0.0964377431688391,-1.5
1.92,-1.59226695310794,0.353163596733186,0.0710416341884756,-1.5
1.98,-1.57592932563277,0.318716334708197,0.0387645348760753,-1.5
2.04000000000001,-1.55680023952748,0.265541602838403,0.00707948960046101,-1.5
2.09999999999999,-1.53738142331724,0.209800085726391,-0.0277786211285129,-1.5
2.16,-1.51945107496214,0.138510801317723,-0.050089898231054,-1.5
2.22,-1.502526682513,0.0712587465060953,-0.0712816066465701,-1.5
2.28,-1.48647752100766,-3.60055404948663e-05,-0.091246167552676,-1.5
2.34,-1.4723421624576,-0.0671619910545202,-0.106921042758207,-1.5
2.40000000000001,-1.46070569334776,-0.131526924693164,-0.114605967861308,-1.5
2.45999999999999,-1.45221004016871,-0.185276701712563,-0.121215694049051,-1.5
2.52,-1.4447116382805,-0.238916069365192,-0.118457853867782,-1.5
2.58,-1.44060851561505,-0.278853100067071,-0.11498403697327,-1.5
2.64,-1.43909603162783,-0.306426879765615,-0.107298921681303,-1.5
2.7,-1.44096674995536,-0.319331406149947,-0.0909392731022821,-1.5
2.76000000000001,-1.4455279871428,-0.320223841560811,-0.0723470769285497,-1.5
2.81999999999999,-1.45258378112291,-0.30904860559194,-0.0503538779419012,-1.5
2.88,-1.46099649714448,-0.280078659065203,-0.0305981290244122,-1.5
2.94,-1.47042333913584,-0.247101398879306,-0.00628305131338558,-1.5
3,-1.48135688607539,-0.204875677354222,0.0144992743174588,-1.5
3.06,-1.49308518207135,-0.152879506359536,0.0337928768802382,-1.5
3.12,-1.50421258126519,-0.0987053015211465,0.0517182122359973,-1.5
3.17999999999999,-1.514210531871,-0.03491338880823,0.0622256420780751,-1.5
3.23999999999999,-1.52354145849303,0.0291959357850877,0.0755845216761725,-1.5
3.3,-1.53044907731438,0.0764810869601644,0.0762399661267162,-1.5
3.36,-1.53643474902035,0.136120828734572,0.0822554831678115,-1.5
3.42,-1.54027315663982,0.18340673290232,0.0809655218125078,-1.5
3.48,-1.54240669056819,0.21670837117828,0.0772738836122591,-1.5
3.54000000000001,-1.54286631881835,0.248626463432525,0.0694989403085196,-1.5
3.59999999999999,-1.54123742921375,0.269663771024331,0.0597521109818924,-1.5
3.66,-1.53578987591121,0.275625955915008,0.0354765952674886,-1.5
3.72,-1.52830153651798,0.27300004811966,0.0132701938786982,-1.5
3.78,-1.51973580188746,0.259685065654381,-0.00624370929080925,-1.5
3.84,-1.51001594741311,0.235339569739133,-0.0268085519476278,-1.5
3.90000000000001,-1.49972348158178,0.205743535544822,-0.0470953250887549,-1.5
3.95999999999999,-1.48999145131759,0.165996358995656,-0.0603542538257696,-1.5
4.02,-1.48016918616303,0.118459634607037,-0.0771971810690387,-1.5
4.08,-1.46884710067678,0.0692273654430975,-0.103627344294448,-1.5
4.14,-1.45633195859881,0.0120898055261998,-0.125810067655486,-1.5
4.2,-1.44784852695116,-0.0319020756709716,-0.131762731684185,-1.5
4.26000000000001,-1.44129758197449,-0.077358748540119,-0.133885862660438,-1.5
4.32000000000001,-1.43614498861378,-0.12123840991909,-0.136268884819324,-1.5
4.38,-1.43275005010677,-0.157185591061708,-0.136050236866029,-1.5
4.44,-1.43095286665244,-0.186238808816453,-0.133334586236182,-1.5
4.5,-1.42990848873565,-0.210033872425342,-0.133088123929591,-1.5
4.56,-1.43036995309732,-0.224487468793653,-0.128204331032169,-1.5
4.62,-1.43346731773854,-0.227884156923907,-0.115929498593547,-1.5
4.67999999999999,-1.43959400769186,-0.222432067387675,-0.0942021342949452,-1.5
4.73999999999999,-1.4473693828717,-0.20765047797309,-0.0739121048394203,-1.5
4.8,-1.45603943464893,-0.186549993679512,-0.0571649328519163,-1.5
4.86,-1.46515832252522,-0.154036533154726,-0.0413198560437598,-1.5
4.92,-1.47428122330359,-0.12025926752174,-0.0273995735210977,-1.5
4.98,-1.48322196060501,-0.0875689499821376,-0.0148716529618725,-1.5
5.04000000000001,-1.49203079582933,-0.0435216121139822,-0.00139997542819348,-1.5
5.09999999999999,-1.50035154553251,-0.00445960780700487,0.00884408864490233,-1.5
5.16,-1.5084858020516,0.0414229456671573,0.0206085419186505,-1.5
5.22,-1.51578272523654,0.0752114906133684,0.0291786271130922,-1.5
5.28,-1.51997935582249,0.112639626228615,0.0232339768264732,-1.5
5.34,-1.52129473663875,0.140869594189713,0.0124676411055777,-1.5
5.40000000000001,-1.52231053687984,0.163735158784094,0.0110393057066209,-1.5
5.45999999999999,-1.52276025799824,0.179456587272273,0.00898799196978234,-1.5
5.52,-1.52273343707582,0.189474906626195,0.00704381622032801,-1.5
5.58,-1.52133335473694,0.191003548654382,8.0551351367808e-05,-1.5
5.64,-1.51744343115597,0.184383193088346,-0.0166842878535898,-1.5
