T_train,MAE_mean,MAE_1,MAE_2,NMAE_mean,NMAE_1,NMAE_2
5,0.0149765737726612,0.00899427110986127,0.0209588764354611,0.009195541970387,0.00340556240268311,0.0149855215380909
10,0.00711588351991423,0.00510983482756837,0.0091219322122601,0.00422846027940416,0.00193477171858965,0.00652214884021866
15,0.00521639332593725,0.00438587949453059,0.00604690715734391,0.00299208625220502,0.00166065555805806,0.00432351694635197
20,0.00459554090980192,0.00391871843902071,0.00527236338058314,0.0026267460467192,0.00148377117162925,0.00376972092180914
25,0.00491520576696432,0.00401492994340025,0.00581548159052838,0.00283912444360687,0.00152020039174263,0.00415804849547112
30,0.00489026207086407,0.00406872066613045,0.0057118034755977,0.00281224327797451,0.00154056754108754,0.00408391901486148
35,0.00484880944863288,0.00412815300720911,0.00556946589005665,0.00277260948314921,0.00156307081498363,0.00398214815131479
40,0.00484848500016976,0.00409185251157054,0.00560511748876897,0.00277848251330124,0.00154932610997802,0.00400763891662446
45,0.00513922136743305,0.00418666768372908,0.00609177505113702,0.00297041197844227,0.00158522662726986,0.00435559732961469
50,0.00493080609456729,0.0037895628442581,0.00607204934487648,0.00288818081276323,0.00143486810519428,0.00434149352033218
55,0.00484942325716466,0.00370468590750866,0.00599416060682067,0.00284426696086437,0.00140273056996567,0.00428580335176306
60,0.00484016743980331,0.00370376122250081,0.00597657365710581,0.00283780459795044,0.00140238045015511,0.00427322874574576
65,0.00480790464878584,0.00388660290001482,0.00572920639755686,0.00278398654353847,0.00147161104538395,0.00409636204169299
70,0.00477099513230395,0.00373708485898517,0.00580490540562274,0.00278274228389028,0.00141499800661362,0.00415048656116694
75,0.00479009201194644,0.00373869306500441,0.00584149095888848,0.00279612601664803,0.00141560693266088,0.00417664510063517
80,0.00478303140303684,0.00373246323898913,0.00583359956708455,0.00279212543739678,0.00141324809101671,0.00417100278377685
85,0.00473565543411013,0.00381513973381238,0.00565617113440787,0.00274434727407656,0.00144455245786496,0.00404414209028817
90,0.00473279690372654,0.00381485720525819,0.00565073660219489,0.00274235095068901,0.00144444548214563,0.00404025641923238
95,0.00473074508009163,0.00380945857085515,0.00565203158932811,0.00274179184532981,0.00144240136026802,0.00404118233039161
