time,vel.x,angle.y,acc_sp.x,vel_sp.x
-11.8951612903226,-0.00249431794509292,-0.00123885495122522,0.00245728762820363,0
-11.8944653464902,-0.00249431794509292,-0.00123885495122522,0.00245728762820363,0
-11.8842262221921,-0.00248516956344247,-0.00123272940982133,0.00242758286185563,0
-11.874231238519,-0.0024749964941293,-0.00122758734505624,0.00242758286185563,0
-11.8633443309415,-0.0024749964941293,-0.00122758734505624,0.00242758286185563,0
-11.8539442016232,-0.00244591641239822,-0.00121106463484466,0.00232010567560792,0
-11.8442892028439,-0.00244591641239822,-0.00120300706475973,0.00232010567560792,0
-11.8340422107327,-0.00243734591640532,-0.00118939590174705,0.00228490168228745,0
-11.8242291404355,-0.00242808763869107,-0.00117398623842746,0.0022426275536418,0
-11.8141943408597,-0.00241782772354782,-0.0011627331841737,0.0022426275536418,0
-11.8042401267636,-0.00240721646696329,-0.00115071109030396,0.00218763411976397,0
-11.7939223243344,-0.00239557330496609,-0.00113126507494599,0.00218763411976397,0
-11.7841612292874,-0.00238250731490552,-0.00111016142182052,0.00218763411976397,0
-11.7743553115476,-0.00236846599727869,-0.00109518971294165,0.0021272893063724,0
-11.7643352939237,-0.00235411222092807,-0.00107140082400292,0.00209348113276064,0
-11.7540301276791,-0.00234189629554749,-0.00105466577224433,0.00209348113276064,0
-11.7442952586759,-0.00232880841940641,-0.00102826883085072,0.00203446950763464,0
-11.7339452697385,-0.00231788796372712,-0.00100981933064759,0.00203446950763464,0
-11.7239691211331,-0.00230764481239021,-0.00100981933064759,0.00203446950763464,0
-11.7139972640622,-0.00229723728261888,-0.000960773730184883,0.00198187096975744,0
-11.7041372253049,-0.00228860601782799,-0.000929387286305428,0.00198187096975744,0
-11.694206137811,-0.00228033820167184,-0.000907666923012584,0.0019754481036216,0
-11.6843122436154,-0.00227325456216931,-0.000885321875102818,0.00196392345242202,0
-11.6740433169949,-0.00226679281331599,-0.000838803127408028,0.00196392345242202,0
-11.6642931892026,-0.00226087076589465,-0.000814653583802283,0.0019770076032728,0
-11.6542462302792,-0.0022558206692338,-0.000789927958976477,0.0019770076032728,0
-11.6442271663297,-0.00225154822692275,-0.000764639757107943,0.00199152901768684,0
-11.6342231227506,-0.00224730768240988,-0.000725683989003301,0.00199152901768684,0
-11.6242243243802,-0.00224340986460447,-0.000699052936397493,0.00200472585856915,0
-11.6144181682218,-0.00224060867913067,-0.000658154953271151,0.00200472585856915,0
-11.6042591525662,-0.00223735370673239,-0.000630279362667352,0.00201476900838315,0
-11.5942822887052,-0.00223508453927934,-0.000587593181990087,0.00201476900838315,0
-11.5843831493009,-0.0022322682198137,-0.000558579806238413,0.00201096525415778,0
-11.5744022323239,-0.00222695409320295,-0.00051427201833576,0.00201096525415778,0
-11.5643831683743,-0.00222509889863431,-0.000469075777800754,0.00201660906895995,0
-11.5538422061551,-0.00222300714813173,-0.000438485061749816,0.00201660906895995,0
-11.5439051581967,-0.00222300714813173,-0.000407552201068029,0.00201660906895995,0
-11.534015317117,-0.00222030282020569,-0.000360563106369227,0.00201951363123953,0
-11.5241671992886,-0.00221643853001297,-0.000360563106369227,0.00201951363123953,0
-11.5143343402493,-0.00220669433474541,-0.000280887674307451,0.00199331226758659,0
-11.504159350549,-0.00220669433474541,-0.000248621363425627,0.00199331226758659,0
-11.4939362002957,-0.00219041062518954,-0.000199892368982546,0.0018969007069245,0
-11.4841412498105,-0.00215326948091388,-0.000199892368982546,0.0018969007069245,0
-11.4740051223386,-0.00213369634002447,-0.000118077055958565,0.00173525302670896,0
