T_train,NMAE_mean,NMAE_1,NMAE_2
5,0.0581018814764753,0.077909762991067,0.0382939999618836
10,0.0532940750292762,0.074683888828719,0.0319042612298334
15,0.050668922935656,0.0732500677100441,0.0280877781612679
20,0.0463203807056193,0.0753480564337931,0.0172927049774456
25,0.0473673273560576,0.0720387204505412,0.022695934261574
30,0.0504877840961362,0.086417566000272,0.0145580021920005
35,0.0525351082907114,0.094107945465317,0.0109622711161058
40,0.0478746160567972,0.0626931840467028,0.0330560480668916
45,0.0480749413276363,0.0637975060085577,0.0323523766467149
50,0.0542067332968761,0.0933023777368236,0.0151110888569285
55,0.0506071660113066,0.0867563589475756,0.0144579730750377
60,0.0487048793739655,0.0834508155360682,0.0139589432118627
65,0.0395597342972943,0.0657756023286818,0.0133438662659067
70,0.0398148154564216,0.0671392487205497,0.0124903821922935
75,0.0419540842808859,0.0715243260392007,0.0123838425225711
80,0.0416049952022573,0.0707861579575304,0.0124238324469842
85,0.04260398518344,0.0708368946193376,0.0143710757475424
90,0.0458901239097314,0.0786993660218148,0.0130808817976479
95,0.0469603921635352,0.0807177232883736,0.0132030610386969
100,0.0436734278909126,0.0713682318815606,0.0159786239002647
105,0.0470842102195726,0.0782241605339103,0.0159442599052349
110,0.0474119222859631,0.0781530015738784,0.0166708429980478
115,0.0447420109784107,0.0728699306128932,0.0166140913439281
120,0.0457449222106067,0.075968458778716,0.0155213856424975
