time,vel.x,vel.y,theta.x,theta.y,acc_sp.x,acc_sp.y,vel_sp.x,vel_sp.y
-120,0.98709517956985,-0.14846649002338,3.03244745728266,-2.86132681809209,0.163204990168506,0.0120267998210518,0.9921947,-0.1246984
-119.94,0.985565139297095,-0.147008561242618,3.01606415440381,-1.90848804609086,0.171477807531834,-0.0131614015867235,0.992202757770178,-0.124634031490018
-119.88,0.985456114600342,-0.146781504266272,2.8696851173546,-1.01520861653721,0.184931632675804,-0.0160548096680137,0.992315634080671,-0.123732332911124
-119.82,0.986695133595663,-0.147673191046358,2.59271488011556,-0.188451280045109,0.17066317831924,-0.0157251958270198,0.992315562702082,-0.123732903110239
-119.76,0.989311793543017,-0.149735602248112,2.18044708237661,0.572573707428428,0.161889384367679,-0.00991521033266499,0.99232376,-0.12366742
-119.7,0.993666323187297,-0.152860984928333,1.62247227585089,1.2741305971991,0.152671759076632,0.0154160345563946,0.99232376,-0.12366742
-119.64,0.999260556358611,-0.155682294705192,0.917943065279184,1.83188621575124,0.131717688420128,0.00759560722867091,0.99232376,-0.12366742
-119.58,1.00578474759572,-0.157444575764105,0.134773461235514,2.23146232812465,0.116414439016188,0.012307458287256,0.99232376,-0.12366742
-119.52,1.0124787994075,-0.156965129691527,-0.666005202321846,2.48939841133607,0.0848359598310091,0.000709246214446416,0.99232376,-0.123667420000001
-119.46,1.01730053067133,-0.155168098413458,-1.39130874592723,2.59936438163559,0.0991720321268609,-0.0039358175375645,0.9921947,-0.124698399999999
-119.4,1.02137658278702,-0.15278415873451,-1.97842602057131,2.49611550979911,0.103943103584817,-0.025510703243536,0.992203400556429,-0.124628896670794
-119.34,1.02593970155812,-0.151158572122548,-2.37934979021257,2.14672063393739,0.105356363828178,-0.0287257285161195,0.99232376,-0.12366742
-119.28,1.03206543352372,-0.148077962498611,-2.60285327413647,1.55249090605913,0.0895571284125626,0.0248868598496839,0.99279968347208,-0.119783921188692
-119.22,1.03239704259848,-0.137680124728367,-2.58576111168614,0.739782580430851,-0.243184302940138,0.467044997766937,0.963761828756268,0.0687995899316309
-119.16,1.01469851968407,-0.11304699596788,-2.35606857569147,-0.0713018826523798,-1.25441859954149,1.23048148485313,0.113524587812284,0.976144306134416
-119.1,0.967506912870844,-0.0693319001112844,-1.88876247603789,-0.706489476564651,-2.01875848785679,1.23689203881926,-0.612629307481202,0.790293807271717
-119.04,0.886539826987742,-0.00848461602796667,-1.04726883782018,-1.05464512363677,-1.96923671804412,1.05710827218447,-0.6150523,0.7884863
-118.98,0.778324879594069,0.0603513406229153,0.265172080551445,-0.833986363237509,-1.74942899940773,0.90057465587707,-0.6150523,0.7884863
-118.92,0.655676424213135,0.128170914020766,2.01180152483019,0.254675311182645,-1.52821605764172,0.824434541001676,-0.6150523,0.7884863
-118.86,0.533858891610293,0.189801520281263,4.03417230653005,2.30119789533326,-1.37916090866548,0.802100533767032,-0.6150523,0.7884863
-118.8,0.424645943356641,0.241125035612919,6.07851014094165,5.22826088354058,-1.2896266292124,0.810783949451108,-0.6150523,0.7884863
-118.74,0.332303326278176,0.282519537772865,7.8815329261504,8.702526813327,-1.28618543217274,0.807714132375891,-0.6150523,0.7884863
-118.68,0.253714769187428,0.317631571970841,9.33557894940684,12.1342934720285,-1.31938707144322,0.827519749367501,-0.6150523,0.7884863
-118.62,0.183939959884189,0.348444424228219,10.3992577389155,15.1076059795381,-1.293950374675,0.810038496851269,-0.6150523,0.7884863
-118.56,0.118922598000675,0.377004702464225,10.9473621263323,17.4219893697843,-1.21240757983837,0.795256880304498,-0.6150523,0.7884863
