f,P1
0.290029002900279,0.251164562925163
0.300030003000289,0.263813177609357
0.310031003100298,0.276181202899067
0.320032003200308,0.286156046109974
0.330033003300318,0.292051875153979
0.340034003400327,0.292656488418721
0.350035003500337,0.287260877116844
0.360036003600346,0.275718541886208
0.370037003700356,0.258575574672746
0.380038003800366,0.237332111688982
0.390039003900375,0.214918700433297
0.400040004000385,0.196352791427679
0.410041004100395,0.188778242497851
0.420042004200404,0.198806939392918
0.430043004300414,0.227851223069661
0.440044004400423,0.271843853011633
0.450045004500433,0.325214982737934
0.460046004600443,0.38328337393681
0.470047004700452,0.442494662588061
0.480048004800462,0.500094515413594
0.490049004900471,0.553862489416274
0.500050005000481,0.60196880927746
0.510051005100491,0.642910190080787
0.5200520052005,0.675486702723877
0.53005300530051,0.698797168030368
0.54005400540052,0.712240672621104
0.550055005500529,0.715517408566055
0.560056005600539,0.708625122328255
0.570057005700549,0.691849236217007
0.580058005800558,0.665745810329968
0.590059005900568,0.631117258189615
0.600060006000577,0.588981268396021
0.610061006100587,0.540533792755107
0.620062006200597,0.487107276268086
0.630063006300606,0.430125548442229
0.640064006400616,0.371056991353738
0.650065006500625,0.311367793693043
0.660066006600635,0.252477424043979
0.670067006700645,0.195719373228188
0.680068006800654,0.142313699924462
0.690069006900664,0.0933751397912281
0.700070007000673,0.0501111680177644
0.710071007100683,0.0168505560365476
0.720072007200693,0.0264100930890081
0.730073007300702,0.0504951604592621
0.740074007400712,0.0697791999261357
0.750075007500722,0.0834433856328032
0.760076007600731,0.0917724131989777
0.770077007700741,0.0953529053568167
0.78007800780075,0.0949459181225555
0.79007900790076,0.0914281929236195
0.80008000800077,0.0857412984755761
0.810081008100779,0.078833437572994
0.820082008200789,0.0715839051306218
0.830083008300799,0.0647036167485728
0.840084008400808,0.0586218669569012
0.850085008500818,0.0534048979399489
0.860086008600828,0.0487755943387501
0.870087008700837,0.044262942636819
0.880088008800847,0.0394285272432812
0.890089008900856,0.0341036932857365
0.900090009000866,0.0286634150691021
0.910091009100876,0.0244508887043808
0.920092009200885,0.0239126502931022
0.930093009300895,0.0285003145135931
0.940094009400904,0.0367887202649824
0.950095009500914,0.0466607993987119
0.960096009600924,0.0566213047149369
0.970097009700933,0.0656296300751674
0.980098009800943,0.0728830319141715
0.990099009900953,0.0777337300593346
1.00010001000096,0.0796714931477745
1.01010101010097,0.0783335319774726
1.02010201020098,0.0735311563823522
1.03010301030099,0.06530434084906
1.040104010401,0.0540638317708384
1.05010501050101,0.0410805002827645
1.06010601060102,0.0304296246197624
1.07010701070103,0.0319679923535093
1.08010801080104,0.0482189578572758
1.09010901090105,0.0714067310953293
1.10011001100106,0.0973502313429072
1.11011101110107,0.124227601548254
1.12011201120108,0.150882631624526
1.13011301130109,0.176387985901774
1.1401140114011,0.199938796598623
1.15011501150111,0.220832210586433
1.16011601160112,0.238471898429628
1.17011701170113,0.252379243018761
1.18011801180114,0.262204616329624
1.19011901190115,0.267735982928417
1.20012001200115,0.268903582921844
1.21012101210116,0.265780187800769
1.22012201220117,0.258576878056496
1.23012301230118,0.24763463408266
1.24012401240119,0.233412330872621
1.2501250125012,0.216472016266563
1.26012601260121,0.197462651695704
1.27012701270122,0.177103802410999
1.28012801280123,0.156171001983692
1.29012901290124,0.135484324460894
1.30013001300125,0.11589984150026
1.31013101310126,0.0982966389748903
1.32013201320127,0.0835331079387755
1.33013301330128,0.0723149952232466
1.34013401340129,0.064927190713505
1.3501350135013,0.0609537290192316
1.36013601360131,0.0593210063690603
1.37013701370132,0.0587398460966579
1.38013801380133,0.0581536197559733
