T_train,NMAE_mean,NMAE_1,NMAE_2
5,0.242722770046672,0.384265815703341,0.101179724390004
10,0.0664322582984078,0.0532338553791345,0.0796306612176811
15,0.061058761789644,0.0668058913576855,0.0553116322216026
20,0.0389255808602604,0.0533736927333309,0.02447746898719
25,0.039089648227932,0.0548955575316321,0.023283738924232
30,0.0404876602598433,0.0568627294616395,0.024112591058047
35,0.0387326152984629,0.0544957206989508,0.022969509897975
40,0.0375628075389119,0.0513749968419956,0.0237506182358283
45,0.0378366952049232,0.0535556264148212,0.0221177639950251
50,0.0391567813371826,0.0533903120839129,0.0249232505904524
55,0.0433251118536882,0.0634179037214939,0.0232323199858825
60,0.0474637912897392,0.0703001175790289,0.0246274650004495
65,0.050858312280797,0.0751410381982228,0.0265755863633712
70,0.0552985884686419,0.0800608805144039,0.0305362964228798
75,0.0580147928436804,0.0840936170869182,0.0319359686004427
80,0.0542752713508804,0.0723558495387443,0.0361946931630165
85,0.0532466762095191,0.0726983983385554,0.0337949540804827
90,0.0531936403548124,0.0730278411827019,0.0333594395269228
95,0.0533262248293236,0.07195571940591,0.0346967302527373
100,0.051859218386524,0.0671036595452347,0.0366147772278132
105,0.051148893682873,0.0645717327786583,0.0377260545870876
110,0.0582844868331287,0.0784960814685767,0.0380728921976806
115,0.0570021759466641,0.0760096782957495,0.0379946735975788
120,0.0576869250134645,0.0760091255888052,0.0393647244381237
