time,vel.x,angle.y,acc_sp.x,vel_sp.x
0,-0.000288141338387504,-0.00018118075968232,0.000651659618597478,6.37494522379711e-05
0.00149703025817871,-0.000288141338387504,-0.00018118075968232,0.000651659618597478,6.37494522379711e-05
0.011760950088501,-0.000291418546112254,-0.00018148154777009,0.000644882384222001,6.58053904771805e-05
0.0220260620117188,-0.000298940925858915,-0.000181648414582014,0.000644882384222001,6.58053904771805e-05
0.0321640968322754,-0.000302702072076499,-0.000181573850568384,0.000644882384222001,6.58053904771805e-05
0.0415310859680176,-0.000302702072076499,-0.000181189956492744,0.000637932913377881,6.82272439007647e-05
0.0517489910125732,-0.000305775902234018,-0.000180756775080226,0.000635183765552938,7.01665921951644e-05
0.0615320205688477,-0.000308145332382992,-0.000179071808815934,0.000635183765552938,7.01665921951644e-05
0.0715470314025879,-0.000310074916342273,-0.000179071808815934,0.000629317772109061,7.42785850889049e-05
0.0816950798034668,-0.000311254989355803,-0.00017764868971426,0.000629317772109061,7.42785850889049e-05
0.0913050174713135,-0.000312967982608825,-0.000175246663275175,0.000631821574643254,7.63843636377715e-05
0.101651906967163,-0.000317312689730898,-0.000175246663275175,0.000631821574643254,7.63843636377715e-05
0.11330509185791,-0.000321217172313482,-0.000173039297806099,0.000665902742184699,7.99535846454091e-05
0.121541976928711,-0.000326241657603532,-0.00017045607091859,0.000665902742184699,7.99535846454091e-05
0.132191896438599,-0.000344211264746264,-0.000168511833180673,0.000760328432079405,8.55005273479037e-05
0.14211893081665,-0.000344211264746264,-0.000165241028298624,0.000760328432079405,8.55005273479037e-05
0.151527881622314,-0.000358817575033754,-0.000160176627105102,0.000823343929369003,8.85018816916272e-05
0.161920070648193,-0.000388327694963664,-0.000160176627105102,0.000823343929369003,8.85018816916272e-05
0.171520948410034,-0.000388327694963664,-0.000155826390255243,0.00094034371431917,9.37206714297645e-05
0.181724071502686,-0.000408271560445428,-0.000147501239553094,0.00094034371431917,9.37206714297645e-05
0.191448926925659,-0.000429089093813673,-0.000147501239553094,0.00108131673187017,0.000101306264696177
0.320516109466553,-0.000680675264447927,-6.25197353656404e-05,0.00170347699895501,0.000153380809933878
0.330720901489258,-0.000697772076819092,-5.18745437148027e-05,0.00182096683420241,0.000167847130796872
0.340662956237793,-0.000714127265382558,-3.33130483340938e-05,0.00182096683420241,0.000167847130796872
0.350614070892334,-0.000737395952455699,-3.33130483340938e-05,0.00189458369277418,0.000183954238309525
0.360650062561035,-0.000757832487579435,-2.17594842979452e-05,0.00189458369277418,0.000183954238309525
0.370627880096436,-0.000770017097238451,-1.39142430271022e-05,0.00192622351460159,0.000195047061424702
0.380645036697388,-0.000780642672907561,-5.97246662437101e-06,0.00192622351460159,0.000195047061424702
0.390647888183594,-0.000794548075646162,6.0870888773934e-06,0.00190587330143899,0.000202976079890504
0.400662899017334,-0.000799795321654528,2.64445170614636e-05,0.00190587330143899,0.000202976079890504
0.410609006881714,-0.000802474387455732,3.46309425367508e-05,0.00183279043994844,0.000205110540264286
0.420696020126343,-0.000802066409960389,3.46309425367508e-05,0.00183279043994844,0.000205110540264286
0.430649995803833,-0.000798834371380508,4.69070582767017e-05,0.00174846965819597,0.000208076380658895
0.440690994262695,-0.000793329498264939,5.91302523389459e-05,0.00174846965819597,0.000208076380658895
0.450618982315063,-0.000784642645157874,6.72225723974407e-05,0.00164387014228851,0.000214590429095551
0.460661888122559,-0.000784642645157874,7.92363862274215e-05,0.00164387014228851,0.000214590429095551
0.470782041549683,-0.000761903531383723,9.87947641988285e-05,0.00157812598627061,0.000217953012906946
0.48075795173645,-0.000749970960896462,0.00010640911932569,0.00157812598627061,0.000217953012906946
0.49082088470459,-0.000731003121472895,0.00010640911932569,0.00139624928124249,0.000222393224248663
0.500724077224731,-0.000715599395334721,0.000117557887278963,0.00139624928124249,0.000222393224248663
0.510719060897827,-0.000691874185577035,0.000131833585328422,0.00125200813636184,0.000226324613322504
0.520634889602661,-0.000673277070745826,0.000131833585328422,0.00125200813636184,0.000226324613322504
0.530616998672485,-0.000653416442219168,0.000142031654831953,0.0011139054549858,0.00022751853975933
0.540798902511597,-0.000623075466137379,0.000157931033754721,0.0011139054549858,0.00022751853975933
0.550601959228516,-0.000591540068853647,0.000157931033754721,0.000935923832003027,0.000233234342886135
0.560653924942017,-0.000591540068853647,0.000166766083566472,0.000935923832003027,0.000233234342886135
0.570607900619507,-0.000536621606443077,0.000172351734363474,0.000851552118547261,0.000235762956435792
0.580586910247803,-0.00051394896581769,0.000185210781637579,0.000851552118547261,0.000235762956435792
0.590606927871704,-0.000480081042042002,0.000185210781637579,0.00066138431429863,0.000238183201872744
0.600760936737061,-0.000480081042042002,0.000192128354683518,0.00066138431429863,0.000238183201872744
0.610644102096558,-0.000418227980844676,0.000196385342860594,0.00057770631974563,0.000239875502302311
0.62061595916748,-0.000391735200537369,0.000205705742700957,0.00057770631974563,0.000239875502302311
0.630635023117065,-0.000363749131793156,0.000208880373975262,0.000372541719116271,0.000238929686020128
0.640659093856812,-0.000335292221279815,0.000208880373975262,0.000372541719116271,0.000238929686020128
0.650676965713501,-0.000291923119220883,0.000213022940442897,0.000199446745682508,0.000238901906413957
0.660923957824707,-0.000247444084379822,0.000218232700717635,0.000199446745682508,0.000238901906413957
0.671221017837524,-0.000202891853405163,0.000218232700717635,0.000199446745682508,0.000238901906413957
0.681662082672119,-0.000202891853405163,0.000220337824430317,-1.69355189427733e-06,0.000238682099734433
0.692269086837769,-0.0001304917386733,0.000222186878090724,-8.87908390723169e-05,0.000237950051086955
0.700929880142212,-0.0001304917386733,0.000222186878090724,-8.87908390723169e-05,0.000237950051086955
0.710964918136597,-9.0063113020733e-05,0.000222364920773543,-0.000215846084756777,0.000235028608585708
0.720962047576904,-5.19885106768925e-05,0.000222055037738755,-0.000215846084756777,0.000235028608585708
0.73113489151001,-2.74517569778254e-05,0.000220612433622591,-0.000306694622850046,0.000231177516980097
0.741028070449829,6.38149958831491e-06,0.000220612433622591,-0.000368429144145921,0.000226515054237098
0.750880002975464,2.78960378636839e-05,0.000218065310036764,-0.000368429144145921,0.000226515054237098
0.760889053344727,4.81593306176364e-05,0.000216403001104482,-0.000368429144145921,0.000226515054237098
0.770801067352295,7.54669454181567e-05,0.000214495579712093,-0.000404645426897332,0.000221206049900502
0.781029939651489,9.26631400943734e-05,0.000211199134355411,-0.000404645426897332,0.000221206049900502
0.791078090667725,0.000108365748019423,0.000208727709832601,-0.000454243214335293,0.000207142365979962
0.80091404914856,0.00013211413170211,0.000204638025024906,-0.000454243214335293,0.000207142365979962
0.810811996459961,0.000161719683092088,0.000198531415662728,-0.000494301202706993,0.000191136918147095
0.820832014083862,0.000178422807948664,0.000198531415662728,-0.000494301202706993,0.000191136918147095
0.831377983093262,0.000192220293683931,0.000193513231351972,-0.000494371925015002,0.000174121087184176
0.841254949569702,0.000192220293683931,0.000188164311111905,-0.000494371925015002,0.000174121087184176
0.851281881332397,0.000200886512175202,0.000184434611583129,-0.000493998173624277,0.000158846043632366
0.861248016357422,0.00020825129467994,0.000180587958311662,-0.000493998173624277,0.000158846043632366
0.871102094650269,0.000219362598727457,0.000174622749909759,-0.00046441363519989,0.000143317054607905
0.881356954574585,0.000219362598727457,0.000168450234923512,-0.00046441363519989,0.000143317054607905
0.893224000930786,0.000224937684834003,0.00016423144552391,-0.000432403932791203,0.00012831213825848
0.900964975357056,0.000224937684834003,0.00015993628767319,-0.000432403932791203,0.00012831213825848
0.910912036895752,0.000227557742618956,0.000153361892444082,-0.000409214000683278,0.000113900969154201
0.921164989471436,0.000227425844059326,0.000146644728374667,-0.000409214000683278,0.000113900969154201
