T_train,NMAE_mean,NMAE_1,NMAE_2
5,0.243862622267174,0.384252263905579,0.103472980628769
10,0.0672550113821682,0.077989584107029,0.0565204386573073
15,0.0533776360932352,0.0616742037241762,0.0450810684622942
20,0.0377434944006242,0.0514616147093927,0.0240253740918557
25,0.0387636889498838,0.0571096143026499,0.0204177635971177
30,0.0400574583444462,0.0555981039062059,0.0245168127826866
35,0.0384537457659905,0.0555767189809192,0.0213307725510618
40,0.0375041077884683,0.0514612773724376,0.0235469382044991
45,0.0375470457547145,0.0528974072770786,0.0221966842323504
50,0.0392081210258111,0.0533446927777008,0.0250715492739213
55,0.0435935128863746,0.0634668733729573,0.0237201523997919
60,0.047660312733693,0.0697067119510213,0.0256139135163648
65,0.0505285825724567,0.0746651637959704,0.0263920013489431
70,0.0548680131414633,0.0792553534511033,0.0304806728318233
75,0.0579805593138865,0.0832375417148263,0.0327235769129468
80,0.0540515593093598,0.0723337828576723,0.0357693357610473
85,0.0535111702856402,0.0672644377450611,0.0397579028262193
90,0.0533944848629669,0.0716698472880693,0.0351191224378644
95,0.0546330823463066,0.073746502094809,0.0355196625978042
100,0.0528312361963984,0.0660259749480525,0.0396364974447442
105,0.0524128401563694,0.0650512243738178,0.039774455938921
110,0.0580002542640188,0.0758392774155488,0.0401612311124887
115,0.0576712244688821,0.0751321415260374,0.0402103074117268
120,0.0582198509943393,0.075186376953318,0.0412533250353606
