train_time,estimated_length,percentage_error
0.03,4.08311206141344,716.622412282688
0.06,4.08311206141344,716.622412282688
0.09,4.08311206141344,716.622412282688
0.12,4.08311206141344,716.622412282688
0.15,4.08311206141344,716.622412282688
0.18,4.08311206141344,716.622412282688
0.21,4.08311206141344,716.622412282688
0.24,4.08311206141344,716.622412282688
0.27,4.08311206141344,716.622412282688
0.3,4.08311206141344,716.622412282688
0.33,4.08311206141344,716.622412282688
0.36,4.08311206141344,716.622412282688
0.39,4.08311206141344,716.622412282688
0.42,4.08311206141344,716.622412282688
0.45,4.08311206141344,716.622412282688
0.48,4.08311206141344,716.622412282688
0.51,4.08311206141344,716.622412282688
0.54,4.08311206141344,716.622412282688
0.57,4.08311206141344,716.622412282688
0.6,4.08311206141344,716.622412282688
0.63,4.08311206141344,716.622412282688
0.66,2.97049934571687,494.099869143374
0.69,0.893313538930464,78.6627077860928
0.72,0.681193660711903,36.2387321423807
0.75,0.610470621093103,22.0941242186206
0.78,0.594511295645551,18.9022591291102
0.81,0.594511295645551,18.9022591291102
0.84,0.610470621093103,22.0941242186206
0.87,0.627081308190048,25.4162616380097
0.9,0.662403017679148,32.4806035358297
0.93,0.681193660711903,36.2387321423807
0.96,0.721255459703572,44.2510919407143
0.99,0.764958174125351,52.9916348250703
1.02,0.788314335089234,57.6628670178468
1.05,0.838353819250172,67.6707638500344
1.08,0.865179451662561,73.0358903325122
1.11,0.893313538930464,78.6627077860928
1.14,0.922842580932197,84.5685161864393
1.17,0.953860345457973,90.7720690915947
1.2,0.986468613515859,97.2937227031717
1.23,1.02077801535336,104.155603070672
1.26,1.02077801535336,104.155603070672
1.29,1.02077801535336,104.155603070672
1.32,1.02077801535336,104.155603070672
1.35,1.02077801535336,104.155603070672
1.38,0.986468613515859,97.2937227031717
1.41,0.953860345457973,90.7720690915947
1.44,0.922842580932197,84.5685161864393
1.47,0.893313538930464,78.6627077860928
1.5,0.838353819250172,67.6707638500344
1.53,0.812756744058865,62.5513488117729
1.56,0.788314335089234,57.6628670178468
1.59,0.788314335089234,57.6628670178468
1.62,0.788314335089234,57.6628670178468
1.65,0.764958174125351,52.9916348250703
1.68,0.788314335089234,57.6628670178468
1.71,0.788314335089234,57.6628670178468
1.74,0.788314335089234,57.6628670178468
1.77,0.812756744058865,62.5513488117729
1.8,0.812756744058865,62.5513488117729
1.83,0.838353819250172,67.6707638500344
1.86,0.865179451662561,73.0358903325122
1.89,0.865179451662561,73.0358903325122
1.92,0.893313538930464,78.6627077860928
1.95,0.922842580932197,84.5685161864393
1.98,0.953860345457973,90.7720690915947
2.01,0.953860345457973,90.7720690915947
2.04,0.986468613515859,97.2937227031717
2.07,0.986468613515859,97.2937227031717
2.1,1.02077801535336,104.155603070672
2.13,1.02077801535336,104.155603070672
2.16,1.05690897003654,111.381794007307
2.19,1.05690897003654,111.381794007307
2.22,1.05690897003654,111.381794007307
2.25,1.05690897003654,111.381794007307
2.28,1.05690897003654,111.381794007307
2.31,1.05690897003654,111.381794007307
2.34,1.05690897003654,111.381794007307
2.37,1.05690897003654,111.381794007307
2.4,1.02077801535336,104.155603070672
2.43,1.02077801535336,104.155603070672
2.46,0.986468613515859,97.2937227031717
2.49,0.986468613515859,97.2937227031717
2.52,0.986468613515859,97.2937227031717
2.55,0.953860345457973,90.7720690915947
2.58,0.953860345457973,90.7720690915947
2.61,0.953860345457973,90.7720690915947
2.64,0.953860345457973,90.7720690915947
2.67,0.953860345457973,90.7720690915947
2.7,0.953860345457973,90.7720690915947
2.73,0.986468613515859,97.2937227031717
2.76,0.986468613515859,97.2937227031717
2.79,0.986468613515859,97.2937227031717
2.82,0.986468613515859,97.2937227031717
2.85,1.02077801535336,104.155603070672
2.88,1.02077801535336,104.155603070672
2.91,1.02077801535336,104.155603070672
2.94,1.02077801535336,104.155603070672
2.97,1.02077801535336,104.155603070672
3,1.02077801535336,104.155603070672
3.03,1.02077801535336,104.155603070672
3.06,1.02077801535336,104.155603070672
3.09,1.02077801535336,104.155603070672
3.12,1.02077801535336,104.155603070672
3.15,1.02077801535336,104.155603070672
3.18,1.02077801535336,104.155603070672
3.21,1.02077801535336,104.155603070672
3.24,1.02077801535336,104.155603070672
3.27,0.986468613515859,97.2937227031717
3.3,0.986468613515859,97.2937227031717
3.33,0.986468613515859,97.2937227031717
3.36,0.986468613515859,97.2937227031717
3.39,0.986468613515859,97.2937227031717
3.42,0.953860345457973,90.7720690915947
3.45,0.953860345457973,90.7720690915947
3.48,0.953860345457973,90.7720690915947
3.51,0.953860345457973,90.7720690915947
3.54,0.986468613515859,97.2937227031717
3.57,0.986468613515859,97.2937227031717
3.6,0.986468613515859,97.2937227031717
3.63,0.986468613515859,97.2937227031717
3.66,0.986468613515859,97.2937227031717
3.69,0.986468613515859,97.2937227031717
3.72,1.02077801535336,104.155603070672
3.75,1.02077801535336,104.155603070672
3.78,1.02077801535336,104.155603070672
3.81,1.02077801535336,104.155603070672
3.84,1.02077801535336,104.155603070672
3.87,1.02077801535336,104.155603070672
3.9,1.05690897003654,111.381794007307
3.93,1.05690897003654,111.381794007307
3.96,1.05690897003654,111.381794007307
3.99,1.05690897003654,111.381794007307
4.02,1.05690897003654,111.381794007307
4.05,1.05690897003654,111.381794007307
4.08,1.02077801535336,104.155603070672
4.11,1.02077801535336,104.155603070672
4.14,1.02077801535336,104.155603070672
4.17,1.02077801535336,104.155603070672
4.2,1.02077801535336,104.155603070672
4.23,1.02077801535336,104.155603070672
4.26,1.02077801535336,104.155603070672
